Row Name,Px,Py,Pz,Nx,Ny,Nz,UVx,UVy,UVz,pscale
121,-689.3070068359375,-0.16504837572574615,-418.9720764160156,0.0,-0.6316156983375549,-0.0,0.9937673211097717,1.0,1.0,24.0
122,-691.5010375976562,-0.16519799828529358,-429.1737365722656,0.0,-0.6316156983375549,-0.0,0.9937673211097717,1.0,1.0,33.0
123,-693.6080932617188,-0.16535477340221405,-439.9006652832031,0.0,-0.6316156983375549,-0.0,0.9937673211097717,1.0,1.0,27.0
124,-675.3062133789062,-0.16541902720928192,-443.7623291015625,0.0,0.9655494093894958,0.0,0.9708951711654663,1.0,1.0,36.0
125,-665.8977661132812,-0.16533833742141724,-438.69677734375,0.0,0.9655494093894958,0.0,0.9708951711654663,1.0,1.0,24.0
126,-659.9010009765625,-0.16488949954509735,-408.5189208984375,0.0,0.5023797750473022,0.0,0.9908105134963989,1.0,1.0,42.0
127,-666.44482421875,-0.16473983228206635,-398.5633544921875,0.0,0.5023797750473022,0.0,0.9908105134963989,1.0,1.0,24.0
128,-670.6685180664062,-0.1646275669336319,-390.7066345214844,0.0,0.5023797750473022,0.0,0.9908105134963989,1.0,1.0,24.0
129,-658.3931884765625,-0.16440467536449432,-375.86297607421875,0.0,0.06609438359737396,0.0,0.9232178330421448,1.0,1.0,36.0
130,-668.0703125,-0.16465875506401062,-392.0767822265625,0.0,-0.8646471500396729,0.0,0.9908105134963989,1.0,1.0,39.0
131,-662.9378662109375,-0.1648021936416626,-402.2666931152344,0.0,-0.8646471500396729,0.0,0.9908105134963989,1.0,1.0,24.0
132,-658.2320556640625,-0.16492068767547607,-410.41876220703125,0.0,-0.8646471500396729,0.0,0.9908105134963989,1.0,1.0,27.0
133,-643.072509765625,-0.16484740376472473,-405.92230224609375,0.0,0.782264769077301,0.0,0.9857460260391235,1.0,1.0,42.0
134,-641.6273803710938,-0.16470536589622498,-396.14007568359375,0.0,0.782264769077301,0.0,0.9857460260391235,1.0,1.0,12.0
135,-630.4384155273438,-0.16503004729747772,-418.4885559082031,0.0,0.9655494093894958,0.0,0.9873253703117371,1.0,1.0,24.0
136,-621.434814453125,-0.1649480015039444,-412.36663818359375,0.0,0.9655494093894958,0.0,0.9873253703117371,1.0,1.0,36.0
137,-609.9795532226562,-0.16485105454921722,-406.5332336425781,0.0,0.9655494093894958,0.0,0.9873253703117371,1.0,1.0,36.0
138,-604.7748413085938,-0.1646353155374527,-392.7266845703125,0.0,0.4987449645996094,0.0,0.9668839573860168,1.0,1.0,18.0
139,-620.2671508789062,-0.16448287665843964,-382.370361328125,0.0,0.10158678889274597,0.0,0.9563176035881042,1.0,1.0,33.0
140,-640.4523315429688,-0.164697527885437,-395.8516540527344,0.0,-0.6229461431503296,-0.0,0.9885964393615723,1.0,1.0,39.0
141,-643.1014404296875,-0.1648755967617035,-407.9223937988281,0.0,-0.6229461431503296,-0.0,0.9885964393615723,1.0,1.0,30.0
142,-451.2098693847656,-0.1649823784828186,-462.7358703613281,0.0,0.683295488357544,0.0,0.9768275618553162,1.0,1.0,42.0
143,-451.54962158203125,-0.1649017632007599,-450.5212097167969,0.0,0.683295488357544,0.0,0.9768275618553162,1.0,1.0,27.0
144,-470.2928771972656,-0.16481426358222961,-443.96697998046875,0.0,-0.33191272616386414,-0.0,0.9772804379463196,1.0,1.0,39.0
145,-479.3745422363281,-0.1648411899805069,-452.1678161621094,0.0,-0.33191272616386414,-0.0,0.9772804379463196,1.0,1.0,30.0
146,-487.4766540527344,-0.16486380994319916,-458.467041015625,0.0,-0.33191272616386414,-0.0,0.9772804379463196,1.0,1.0,27.0
147,-491.3149108886719,-0.16498364508152008,-477.5338134765625,-0.0,-0.9017207622528076,-0.0,0.8081740140914917,1.0,1.0,12.0
148,-468.8834228515625,-0.16509759426116943,-486.4145812988281,0.0,0.9994511604309082,0.0,0.9139931797981262,1.0,1.0,24.0
149,-469.5210876464844,-0.1652166247367859,-505.9035339355469,-0.0,-0.9017187356948853,-0.0,0.963665783405304,1.0,1.0,39.0
150,-461.7598876953125,-0.1652950942516327,-515.1200561523438,-0.0,-0.9017187356948853,-0.0,0.963665783405304,1.0,1.0,30.0
151,-447.3079528808594,-0.16530053317546844,-510.77886962890625,0.0,0.683295488357544,0.0,0.9855269193649292,1.0,1.0,39.0
152,-447.8053894042969,-0.16524846851825714,-502.9103088378906,0.0,0.683295488357544,0.0,0.9855269193649292,1.0,1.0,3.0
153,-466.3019714355469,-0.16510240733623505,-487.55914306640625,0.0,-0.03312353417277336,-0.0,0.8064877390861511,1.0,1.0,9.0
154,-461.7181396484375,-0.16439490020275116,-375.6593017578125,0.0,0.9335700869560242,0.0,0.9762178063392639,1.0,1.0,3.0
155,-457.5794982910156,-0.16430164873600006,-359.8104553222656,0.0,0.6832953691482544,0.0,0.984230101108551,1.0,1.0,30.0
156,-458.0265197753906,-0.16423992812633514,-350.4693908691406,0.0,0.6832953691482544,0.0,0.984230101108551,1.0,1.0,21.0
157,-458.8448181152344,-0.1641652137041092,-339.1801452636719,0.0,0.6832953691482544,0.0,0.984230101108551,1.0,1.0,42.0
158,-459.7117919921875,-0.16408073902130127,-326.41455078125,0.0,0.6832953691482544,0.0,0.984230101108551,1.0,1.0,30.0
159,-460.4125671386719,-0.16400602459907532,-315.1175231933594,0.0,0.6832953691482544,0.0,0.984230101108551,1.0,1.0,33.0
160,-478.3442687988281,-0.16392162442207336,-309.6132507324219,0.0,-0.3583928048610687,-0.0,0.992070734500885,1.0,1.0,42.0
161,-487.5353088378906,-0.16395218670368195,-317.1971740722656,0.0,-0.3583928048610687,-0.0,0.992070734500885,1.0,1.0,24.0
162,-489.75946044921875,-0.16414666175842285,-347.4782409667969,-0.0,-0.8910269737243652,-0.0,0.9927161335945129,1.0,1.0,30.0
163,-484.1423645019531,-0.16421230137348175,-355.66790771484375,-0.0,-0.8910269737243652,-0.0,0.9927161335945129,1.0,1.0,24.0
164,-477.87310791015625,-0.1642812341451645,-363.99713134765625,-0.0,-0.8910269737243652,-0.0,0.9927161335945129,1.0,1.0,33.0
165,-471.950927734375,-0.16434688866138458,-371.9650573730469,-0.0,-0.8910269737243652,-0.0,0.9927161335945129,1.0,1.0,21.0
166,-489.9397277832031,-0.1639573574066162,-317.5265197753906,0.0,0.933570921421051,0.0,0.9942916035652161,1.0,1.0,42.0
167,-480.13214111328125,-0.163925439119339,-309.84454345703125,0.0,0.933570921421051,0.0,0.9942916035652161,1.0,1.0,27.0
168,-485.2255554199219,-0.16384923458099365,-300.54644775390625,0.0,-0.13895274698734283,-0.0,0.9592798948287964,1.0,1.0,39.0
169,-494.5052795410156,-0.1638445258140564,-302.9862060546875,0.0,-0.13895274698734283,-0.0,0.9592798948287964,1.0,1.0,15.0
170,-504.789794921875,-0.16392123699188232,-318.4117431640625,0.0,-0.774577796459198,0.0,0.8546909689903259,1.0,1.0,6.0
171,-567.0646362304688,-0.16379737854003906,-326.85516357421875,0.0,-0.20125488936901093,-0.0,0.9659870266914368,1.0,1.0,36.0
172,-575.4768676757812,-0.16380798816680908,-330.5231018066406,0.0,-0.20125488936901093,-0.0,0.9659870266914368,1.0,1.0,15.0
173,-582.6100463867188,-0.16381694376468658,-333.49688720703125,0.0,-0.20125488936901093,-0.0,0.9659870266914368,1.0,1.0,27.0
174,-588.0763549804688,-0.16398346424102783,-358.3173828125,-0.0,-0.9017184972763062,-0.0,0.9775737524032593,1.0,1.0,33.0
175,-581.193115234375,-0.1640535145998001,-366.5812072753906,-0.0,-0.9017184972763062,-0.0,0.9775737524032593,1.0,1.0,27.0
176,-552.9814453125,-0.16414444148540497,-369.5798645019531,0.0,0.9433103203773499,0.0,0.9944297671318054,1.0,1.0,24.0
177,-546.43896484375,-0.16412581503391266,-364.22735595703125,0.0,0.9433103203773499,0.0,0.9944297671318054,1.0,1.0,21.0
178,-538.82373046875,-0.16392669081687927,-335.2406005859375,0.0,0.5345463156700134,0.0,0.9236734509468079,1.0,1.0,18.0
179,-514.9029541015625,-0.1640377640724182,-339.69598388671875,0.0,0.9433102011680603,0.0,0.9928255677223206,1.0,1.0,21.0
180,-506.157958984375,-0.16392123699188232,-318.69091796875,0.0,0.6324785351753235,0.0,0.8546909689903259,1.0,1.0,6.0
181,-524.76904296875,-0.16380873322486877,-311.99786376953125,0.0,-0.13992387056350708,-0.0,0.956939697265625,1.0,1.0,39.0
182,-538.0361938476562,-0.16392669081687927,-334.8670654296875,0.0,-0.8451391458511353,0.0,0.9236734509468079,1.0,1.0,18.0
183,-556.9097900390625,-0.16415813565254211,-374.6007995605469,0.0,-0.3319129943847656,-0.0,0.933721661567688,1.0,1.0,18.0
184,-558.5313110351562,-0.16429007053375244,-394.95550537109375,-0.0,-0.9017184972763062,-0.0,0.983410120010376,1.0,1.0,24.0
185,-535.1023559570312,-0.16422337293624878,-376.1595458984375,0.0,0.3804599642753601,0.0,0.9083108901977539,1.0,1.0,27.0
186,-504.1319580078125,-0.16430331766605377,-376.3130187988281,0.0,0.9433099031448364,0.0,0.9534332752227783,1.0,1.0,33.0
187,-498.0152282714844,-0.1642865091562271,-371.7482604980469,0.0,0.9433099031448364,0.0,0.9534332752227783,1.0,1.0,9.0
188,-493.681884765625,-0.16412588953971863,-346.0208740234375,0.0,0.4813513457775116,0.0,0.8139508962631226,1.0,1.0,12.0
189,-519.9259643554688,-0.16405394673347473,-345.167236328125,0.0,-0.33191245794296265,-0.0,0.9713253378868103,1.0,1.0,36.0
190,-529.37548828125,-0.16407963633537292,-352.01556396484375,0.0,-0.33191245794296265,-0.0,0.9713253378868103,1.0,1.0,30.0
191,-532.69189453125,-0.16423892974853516,-377.2784118652344,-0.0,-0.9247981309890747,-0.0,0.8166219592094421,1.0,1.0,12.0
192,-514.4569702148438,-0.1647467464208603,-449.47705078125,-0.0,-0.9017181992530823,-0.0,0.9794608950614929,1.0,1.0,42.0
193,-486.31781005859375,-0.1648583710193634,-455.9654541015625,0.0,0.9433110356330872,0.0,0.9425528645515442,1.0,1.0,12.0
194,-486.41632080078125,-0.16466689109802246,-427.16607666015625,0.0,0.4323235750198364,0.0,0.9576289057731628,1.0,1.0,42.0
195,-514.5972290039062,-0.16455528140068054,-420.7650451660156,0.0,-0.32769930362701416,-0.0,0.9428574442863464,1.0,1.0,12.0
196,-510.73175048828125,-0.1644335389137268,-399.9104919433594,0.0,0.3625435531139374,0.0,0.9950860738754272,1.0,1.0,12.0
197,-532.8623657226562,-0.16438715159893036,-401.27764892578125,0.0,-0.33191242814064026,-0.0,0.9658546447753906,1.0,1.0,30.0
198,-537.1365356445312,-0.1645088791847229,-420.85919189453125,-0.0,-0.9017175436019897,-0.0,0.8672758936882019,1.0,1.0,12.0
199,-515.4747924804688,-0.16455528140068054,-419.6521911621094,0.0,0.9447810053825378,0.0,0.9809497594833374,1.0,1.0,42.0
200,-487.0495300292969,-0.16465479135513306,-425.2928771972656,-0.0,-0.9017184376716614,-0.0,0.9682213664054871,1.0,1.0,30.0
201,-480.89013671875,-0.1647178679704666,-432.7642822265625,-0.0,-0.9017184376716614,-0.0,0.9682213664054871,1.0,1.0,24.0
202,-462.3272399902344,-0.16479089856147766,-436.96539306640625,0.0,0.9433091282844543,0.0,0.8306834697723389,1.0,1.0,6.0
